comparator,task,budget,seed,metric,full,comparator_value,delta,delta_pct
mpage_orig,tri_tsp,100,2025,hv_final,208098.75477975412,206542.39369247438,1556.3610872797435,0.7535310593896893
mpage_orig,tri_tsp,100,2026,hv_final,207919.04646288863,207154.78341680177,764.2630460868531,0.36893333259369054
mpage_orig,tri_tsp,100,2027,hv_final,207966.62319287602,208062.66525597955,-96.0420631035231,-0.04616016188457861
mpage_orig,tri_tsp,100,2028,hv_final,206983.84350450954,207538.29872120416,-554.4552166946232,-0.26715802341593653
mpage_orig,tri_tsp,100,2029,hv_final,208670.78134267608,207512.57364611502,1158.2076965610613,0.5581385629847224
mpage_orig,tri_tsp,200,2025,aubc,184462.18781133674,165365.1598219482,19097.02798938853,11.548398713459761
mpage_orig,tri_tsp,200,2026,aubc,189091.12585590928,164528.8430194459,24562.28283646339,14.928861338653142
mpage_orig,tri_tsp,200,2027,aubc,184617.01542857313,160630.69644015288,23986.318988420244,14.932587307406076
mpage_orig,tri_tsp,200,2028,aubc,188780.6055979618,169427.68244235116,19352.923155610653,11.422527226148894
mpage_orig,tri_tsp,200,2029,aubc,195209.79855488252,165678.61683101635,29531.181723866175,17.824377272527858
mpage_orig,tri_tsp,200,2025,hv_final,207327.5086725669,206706.4497774347,621.0588951322134,0.300454531438632
mpage_orig,tri_tsp,200,2026,hv_final,207727.4552454591,206954.51952131648,772.9357241426187,0.37348095897127287
mpage_orig,tri_tsp,200,2027,hv_final,207066.5399438513,207265.41476148798,-198.87481763667893,-0.09595176207547462
mpage_orig,tri_tsp,200,2028,hv_final,208282.42637503313,207886.7269231299,395.6994519032305,0.19034377892224175
mpage_orig,tri_tsp,200,2029,hv_final,207771.11814639016,207098.27103876998,672.8471076201822,0.32489267256810006
mpage_orig,bi_cvrp,25,2025,aubc,19286.782762465995,4525.1352660565535,14761.647496409441,326.2145025174802
mpage_orig,bi_cvrp,25,2026,aubc,13826.509200725273,3611.0523350491712,10215.456865676102,282.89417925417575
mpage_orig,bi_cvrp,25,2027,aubc,11458.66656405157,9200.331825616564,2258.3347384350054,24.546231388601704
mpage_orig,bi_cvrp,25,2028,aubc,13683.390241365241,9205.275233488775,4478.115007876466,48.647269030969234
mpage_orig,bi_cvrp,25,2029,aubc,8741.613521885716,10071.70429498366,-1330.0907730979434,-13.20621350807938
mpage_orig,bi_cvrp,25,2025,hv_final,22960.455669602372,16161.197378773408,6799.258290828964,42.071500839160045
mpage_orig,bi_cvrp,25,2026,hv_final,19203.7129532173,4751.384651380488,14452.32830183681,304.1708756969985
mpage_orig,bi_cvrp,25,2027,hv_final,19097.777606752614,15333.886376027609,3763.891230725005,24.54623138860168
mpage_orig,bi_cvrp,25,2028,hv_final,18491.067893736814,17702.452372093794,788.6155216430197,4.454837697437886
mpage_orig,bi_cvrp,25,2029,hv_final,14569.355869809526,17985.18624104225,-3415.830371232725,-18.992465940874105
